Date,Rain (mm),Max Temp (C),Min Temp (C),Mean Wind Speed (kt),Max 10-min Wind (kt),Wind Dir @ Max Wind (deg),Max Gust (kt),Evaporation (mm),Soil Moisture Deficit - Moderate (mm),Mean Pressure (hPa)
02-07-2013,8.4,15.2,10.2,8.9,14,240.0,23,1.5,,999.3
03-07-2013,0.8,16.5,11.5,8.0,13,230.0,21,2.5,,1001.5
04-07-2013,6.7,15.5,11.5,11.2,16,220.0,27,3.4,,1011.9
05-07-2013,0.0,18.0,11.0,7.2,11,250.0,18,4.4,,1021.8
06-07-2013,0.0,18.9,8.6,6.6,12,260.0,21,2.8,,1024.8
07-07-2013,0.1,23.2,14.4,3.4,7,240.0,10,3.6,,1029.0
08-07-2013,0.0,27.5,14.3,5.1,9,80.0,13,6.4,,1028.8
09-07-2013,0.0,29.2,14.6,4.2,9,350.0,14,6.0,,1025.1
10-07-2013,0.0,28.1,13.1,3.7,7,90.0,14,6.3,,1022.2
11-07-2013,0.0,28.2,14.7,4.4,8,80.0,13,6.4,,1020.5
12-07-2013,0.0,24.1,13.2,4.4,9,230.0,13,5.0,,1020.8
13-07-2013,0.0,23.0,12.1,4.4,7,340.0,11,4.1,,1022.5
14-07-2013,0.0,22.1,9.1,4.8,12,250.0,18,5.4,,1021.5
15-07-2013,0.0,18.9,14.3,4.7,9,250.0,15,2.8,,1020.5
16-07-2013,0.0,22.4,14.7,5.2,11,270.0,17,4.9,,1020.1
17-07-2013,0.0,23.0,13.3,3.8,9,240.0,12,5.4,,1022.2
18-07-2013,0.0,27.1,12.6,2.5,6,140.0,14,5.1,,1023.1
19-07-2013,0.0,28.8,14.2,5.4,9,90.0,16,6.4,,1020.3
20-07-2013,0.0,28.6,15.7,6.4,11,100.0,18,6.6,,1017.1
21-07-2013,0.0,24.4,14.3,6.6,10,90.0,16,3.9,,1013.5
22-07-2013,0.0,22.2,15.5,5.2,10,90.0,15,2.9,,1009.0
23-07-2013,16.0,21.8,14.8,4.6,10,150.0,15,3.2,,1005.0
24-07-2013,28.2,21.0,14.8,6.4,15,150.0,26,2.3,,1002.6
25-07-2013,0.2,20.9,12.1,4.4,10,240.0,16,4.4,,1004.0
26-07-2013,0.0,22.6,10.6,3.4,9,210.0,14,4.3,,1004.5
27-07-2013,1.9,21.4,12.2,4.4,10,110.0,16,3.8,,1000.6
28-07-2013,16.2,22.2,11.2,3.9,10,160.0,15,3.9,,996.1
29-07-2013,1.0,19.5,12.3,8.0,16,240.0,24,4.7,,1001.2
30-07-2013,2.0,19.1,11.5,7.6,18,260.0,27,4.3,,1005.5
31-07-2013,17.3,20.1,12.2,6.2,16,230.0,22,1.8,,1002.9
01-08-2013,30.3,20.4,15.9,6.4,13,140.0,24,2.1,,995.0
02-08-2013,4.6,19.1,13.0,12.4,18,240.0,29,4.3,,995.0
03-08-2013,1.2,18.5,12.3,8.9,15,250.0,24,4.2,,1003.3
04-08-2013,0.2,20.2,10.1,5.0,8,200.0,13,4.2,,1006.8
05-08-2013,0.0,19.2,7.9,6.6,13,310.0,19,3.8,,1008.7
06-08-2013,3.2,19.3,11.5,4.1,8,160.0,12,3.0,,1008.6
07-08-2013,0.1,20.6,9.9,2.9,6,90.0,11,3.2,,1010.5
08-08-2013,2.8,20.3,10.8,6.7,15,190.0,22,3.0,,1010.2
09-08-2013,0.0,17.4,12.9,6.5,14,280.0,21,3.1,,1015.0
10-08-2013,0.0,18.1,11.5,6.7,13,250.0,22,3.2,,1016.5
11-08-2013,0.9,17.1,11.8,7.7,14,260.0,23,2.9,,1013.9
12-08-2013,0.1,18.8,11.2,7.7,14,320.0,21,4.6,,1015.2
13-08-2013,0.0,18.5,13.5,5.7,11,230.0,16,2.9,,1016.2
14-08-2013,3.0,19.4,14.6,7.1,12,230.0,19,2.5,,1012.1
15-08-2013,8.0,19.5,10.8,7.3,12,190.0,21,1.6,,1006.9
16-08-2013,3.0,19.2,10.4,7.6,13,230.0,20,3.6,,1007.0
17-08-2013,6.0,18.6,12.1,10.0,15,200.0,24,2.5,,1000.1
18-08-2013,0.5,17.6,9.9,8.0,15,250.0,25,3.6,,1004.4
19-08-2013,0.5,18.4,10.2,7.5,15,240.0,23,3.3,,1014.8
20-08-2013,0.5,19.3,13.6,8.4,16,190.0,24,2.4,,1017.0
21-08-2013,0.4,17.7,12.7,10.0,16,250.0,26,2.4,,1014.3
22-08-2013,0.1,21.3,12.4,4.3,8,180.0,17,3.3,,1011.1
23-08-2013,0.6,18.0,7.8,6.8,13,290.0,19,2.4,,1008.7
24-08-2013,2.5,16.3,10.5,4.9,10,300.0,14,1.6,,1010.2
25-08-2013,0.0,17.1,9.9,5.2,9,320.0,13,2.1,,1015.1
26-08-2013,0.0,17.3,12.7,3.5,7,240.0,12,1.9,,1017.3
27-08-2013,0.2,19.7,8.5,4.9,10,330.0,16,2.4,,1018.2
28-08-2013,0.1,19.0,7.9,5.3,12,230.0,19,3.1,,1018.2
29-08-2013,1.4,17.6,14.5,8.1,12,240.0,21,2.3,,1014.8
30-08-2013,2.6,17.6,9.0,9.1,17,280.0,25,2.1,,1015.8
31-08-2013,0.0,17.1,11.1,7.1,14,290.0,21,3.4,,1024.7
01-09-2013,0.0,16.6,12.6,9.6,16,240.0,26,2.5,,1025.6
02-09-2013,3.1,16.7,13.8,9.2,13,230.0,21,1.0,,1022.6
03-09-2013,0.0,19.2,10.1,5.1,10,250.0,16,2.9,,1019.8
04-09-2013,3.9,22.2,9.5,7.1,14,210.0,22,3.4,,1012.7
05-09-2013,3.1,15.8,4.8,3.6,11,280.0,18,2.5,,1010.3
06-09-2013,0.1,15.4,6.0,7.4,15,340.0,23,3.0,,1009.8
07-09-2013,3.3,10.4,5.7,8.1,15,310.0,24,1.2,,1009.3
08-09-2013,0.0,14.3,8.3,4.1,8,230.0,13,1.9,,1009.4
09-09-2013,0.0,16.8,6.4,4.5,11,320.0,15,1.9,,1016.6
10-09-2013,0.0,16.8,6.9,5.9,12,290.0,18,2.0,,1023.8
11-09-2013,2.5,18.7,11.7,6.0,11,260.0,17,1.8,,1020.6
12-09-2013,2.8,17.0,8.5,7.7,14,240.0,23,1.0,,1014.5
13-09-2013,0.1,15.2,7.3,2.4,7,280.0,10,1.7,,1015.7
14-09-2013,0.6,16.5,6.8,3.6,10,200.0,15,2.4,,1013.6
15-09-2013,8.2,15.8,8.2,14.2,23,280.0,35,2.1,,1003.4
16-09-2013,2.2,13.1,6.8,11.5,22,290.0,32,2.6,,1000.4
17-09-2013,12.3,16.7,9.5,7.9,18,290.0,28,1.8,,995.7
18-09-2013,0.1,14.9,8.1,7.1,18,280.0,26,2.3,,1002.1
19-09-2013,4.9,15.8,9.9,10.0,18,300.0,26,1.9,,1003.7
20-09-2013,0.0,17.9,10.8,5.1,10,220.0,15,2.3,,1011.3
21-09-2013,0.0,18.6,14.3,7.6,14,220.0,22,1.4,,1015.2
22-09-2013,0.0,22.3,14.1,6.2,11,160.0,17,2.8,,1019.4
23-09-2013,0.1,21.4,12.9,7.7,13,120.0,20,2.7,,1014.8
24-09-2013,0.0,17.9,14.6,5.2,11,110.0,17,1.3,,1009.3
25-09-2013,0.0,20.0,13.1,3.7,9,80.0,14,1.8,,1006.4
26-09-2013,0.0,19.6,11.8,5.3,9,80.0,14,1.5,,1008.2
27-09-2013,0.3,18.8,10.2,5.4,9,90.0,14,1.6,,1007.1
28-09-2013,0.0,19.2,11.5,6.8,12,80.0,17,1.8,,1002.6
29-09-2013,0.0,18.3,12.9,6.7,11,90.0,16,1.8,,999.8
30-09-2013,0.3,16.2,12.8,10.2,13,110.0,21,1.3,,997.3
01-10-2013,6.1,19.8,15.1,9.3,14,110.0,21,1.9,,995.5
02-10-2013,1.6,20.3,15.1,8.8,13,150.0,21,2.1,,993.9
03-10-2013,4.1,18.4,12.0,5.9,12,140.0,18,1.2,,995.0
04-10-2013,0.4,17.0,10.1,4.7,11,280.0,15,1.4,,1003.0
05-10-2013,0.4,19.1,9.9,8.1,14,230.0,21,2.0,,1012.5
06-10-2013,5.1,17.9,14.7,8.5,13,220.0,20,1.1,,1014.4
07-10-2013,7.7,18.5,14.6,8.8,14,210.0,23,1.2,,1013.2
08-10-2013,0.6,15.6,10.1,5.4,10,290.0,21,1.0,,1018.8
09-10-2013,0.1,13.8,3.7,7.9,20,310.0,27,1.3,,1021.8
10-10-2013,0.0,12.3,1.5,5.2,10,350.0,16,1.4,,1024.7
11-10-2013,0.0,13.6,1.4,5.7,13,80.0,19,1.5,,1024.8
12-10-2013,0.0,11.6,5.6,4.9,10,60.0,14,0.8,,1020.4
13-10-2013,0.1,14.2,4.0,4.0,9,30.0,13,1.1,,1014.3
14-10-2013,0.0,14.6,3.5,3.4,8,80.0,13,1.2,,1009.3
15-10-2013,0.1,15.0,2.5,7.1,13,110.0,20,1.4,,1004.8
16-10-2013,16.5,15.5,10.1,8.2,14,230.0,24,1.3,,998.9
17-10-2013,0.3,17.9,8.8,5.2,9,200.0,13,1.3,,1003.6
18-10-2013,3.3,14.6,12.2,9.4,19,110.0,31,0.9,,997.8
19-10-2013,0.6,16.3,9.5,5.5,11,180.0,19,1.0,,989.6
20-10-2013,8.0,15.4,9.4,6.3,11,230.0,18,1.1,,989.3
21-10-2013,16.1,15.2,7.4,6.5,14,50.0,21,0.7,,987.9
22-10-2013,4.2,16.4,11.5,6.0,12,180.0,20,1.0,,979.8
23-10-2013,0.6,12.8,3.7,7.0,15,270.0,25,0.7,,991.2
24-10-2013,4.4,15.5,4.4,8.3,14,90.0,20,0.9,,998.2
25-10-2013,5.1,16.5,10.9,7.9,15,80.0,22,1.1,,991.1
26-10-2013,7.1,12.8,8.5,8.3,15,180.0,25,0.8,,987.4
27-10-2013,13.5,13.9,8.3,12.8,24,250.0,41,1.3,,979.4
28-10-2013,4.0,12.2,6.8,8.3,16,240.0,25,1.0,,989.1
29-10-2013,0.1,11.5,3.8,6.4,14,300.0,22,0.9,,1005.4
30-10-2013,2.6,13.6,6.1,8.1,17,180.0,29,0.6,,1004.5
31-10-2013,8.5,12.8,7.2,9.1,16,250.0,30,1.0,,1005.0
01-11-2013,2.3,11.8,1.2,3.9,12,260.0,21,0.7,,999.4
02-11-2013,9.2,10.4,1.8,11.4,24,290.0,40,0.9,,984.1
03-11-2013,0.9,11.0,1.6,5.6,11,260.0,19,0.6,,991.2
04-11-2013,1.0,10.5,-2.5,4.5,16,230.0,23,0.4,,989.0
05-11-2013,3.8,9.6,5.9,7.8,14,280.0,26,0.7,,988.2
06-11-2013,6.1,8.7,3.1,4.4,11,250.0,19,0.5,,993.3
07-11-2013,13.6,11.2,4.1,8.5,21,230.0,34,0.9,,996.2
08-11-2013,6.9,8.8,3.3,5.6,12,260.0,20,0.6,,997.5
09-11-2013,2.8,8.9,2.0,3.6,8,230.0,13,0.5,,1000.5
10-11-2013,11.2,12.6,-0.1,5.3,11,140.0,17,0.4,,1008.4
11-11-2013,2.6,13.4,7.8,8.1,15,240.0,22,0.4,,1011.8
12-11-2013,0.1,11.4,2.6,5.0,12,260.0,18,0.5,,1023.3
13-11-2013,8.1,10.8,2.4,10.5,18,190.0,29,0.7,,1021.8
14-11-2013,1.7,10.6,5.5,8.0,16,320.0,24,0.9,,1026.3
15-11-2013,0.0,11.2,7.4,4.7,10,260.0,15,0.8,,1030.0
16-11-2013,2.3,12.4,9.2,7.4,13,240.0,20,0.6,,1025.8
17-11-2013,24.6,11.9,7.4,5.3,9,200.0,14,0.4,,1017.8
18-11-2013,0.2,8.2,0.9,5.4,16,310.0,24,0.2,,1011.1
19-11-2013,0.0,8.1,-0.5,6.3,15,250.0,24,0.4,,1014.4
20-11-2013,1.7,8.3,3.1,12.2,18,320.0,29,0.7,,1008.1
21-11-2013,0.0,6.7,-0.3,6.9,14,30.0,21,0.4,,1013.8
22-11-2013,0.0,6.5,-3.1,3.0,7,30.0,12,0.2,,1019.7
23-11-2013,0.3,7.7,-3.6,3.0,7,350.0,9,0.2,,1024.9
24-11-2013,0.2,8.1,2.9,1.9,6,330.0,8,0.3,,1030.8
25-11-2013,0.0,8.4,5.0,1.9,5,290.0,7,0.4,,1036.0
26-11-2013,0.0,9.7,1.5,2.8,5,190.0,7,0.4,,1036.4
27-11-2013,0.0,10.4,4.6,2.6,6,260.0,8,0.4,,1033.6
28-11-2013,0.0,10.3,7.0,2.6,9,270.0,15,0.5,,1032.0
29-11-2013,0.4,10.2,4.7,8.6,15,290.0,23,0.7,,1028.4
30-11-2013,0.0,9.9,2.8,4.3,9,290.0,13,0.3,,1029.1
01-12-2013,0.2,9.3,5.0,2.1,6,190.0,10,0.3,,1030.3
02-12-2013,0.0,9.6,5.8,4.7,8,200.0,13,0.5,,1027.3
03-12-2013,5.4,10.1,4.2,6.5,15,330.0,23,0.3,,1021.9
04-12-2013,0.0,8.4,-1.6,5.0,14,250.0,25,0.2,,1026.7
05-12-2013,1.6,9.9,4.2,14.2,25,250.0,47,0.5,,1021.7
06-12-2013,0.5,9.7,4.0,5.9,11,260.0,20,0.4,,1023.8
07-12-2013,4.4,9.7,6.0,6.6,11,220.0,16,0.4,,1019.1
08-12-2013,0.7,12.0,8.3,12.8,17,230.0,28,0.8,,1015.0
09-12-2013,0.0,11.9,7.8,8.3,15,220.0,21,0.5,,1015.2
10-12-2013,0.0,13.5,9.9,11.2,16,190.0,27,1.0,,1013.5
11-12-2013,0.3,12.7,9.9,12.1,18,180.0,33,1.0,,1010.8
12-12-2013,0.3,15.0,11.7,10.1,14,180.0,24,0.8,,1004.2
13-12-2013,4.4,13.7,4.9,12.0,20,210.0,33,0.6,,1004.8
14-12-2013,21.5,12.2,5.1,13.7,27,220.0,44,1.0,,1001.5
15-12-2013,6.5,10.4,4.7,10.0,19,180.0,31,0.9,,1001.6
16-12-2013,8.1,8.3,2.5,6.7,19,220.0,32,0.3,,1004.9
17-12-2013,0.4,8.9,1.5,10.6,21,180.0,34,0.5,,1004.5
18-12-2013,15.2,11.4,3.7,14.7,34,250.0,56,1.0,,981.9
19-12-2013,8.2,6.1,0.3,8.9,18,260.0,33,0.7,,991.3
20-12-2013,22.2,11.9,4.0,13.9,24,240.0,41,1.0,,998.4
21-12-2013,18.6,9.2,2.6,10.8,19,270.0,36,0.9,,993.2
22-12-2013,18.0,5.8,1.3,9.6,20,260.0,36,0.6,,995.5
23-12-2013,12.8,10.8,2.4,13.9,27,220.0,41,0.8,,976.5
24-12-2013,7.3,6.3,2.1,13.8,32,220.0,50,1.2,,961.7
25-12-2013,1.0,6.5,-0.2,4.3,8,190.0,12,0.2,,974.9
26-12-2013,9.6,9.6,-0.8,10.7,31,200.0,52,0.4,,970.8
27-12-2013,17.4,8.6,3.7,18.5,36,230.0,60,0.7,,964.9
28-12-2013,0.2,8.0,1.4,5.5,12,290.0,18,0.1,,991.2
29-12-2013,20.2,9.7,1.2,8.3,16,180.0,28,0.5,,997.9
30-12-2013,9.0,9.2,4.4,7.8,19,150.0,35,0.2,,991.0
31-12-2013,6.3,8.7,3.3,9.5,17,160.0,36,0.5,,982.9
01-01-2014,2.5,6.2,2.8,7.6,13,80.0,21,0.4,,975.1
02-01-2014,3.0,8.9,3.6,10.2,20,190.0,34,0.4,,973.6
03-01-2014,7.8,7.9,3.8,17.0,30,220.0,46,1.1,,972.1
04-01-2014,2.0,5.0,1.5,6.7,14,200.0,22,0.3,,983.5
05-01-2014,8.0,12.3,2.8,11.6,20,150.0,34,0.7,,979.4
06-01-2014,9.5,10.1,6.4,14.9,22,240.0,38,1.1,,970.1
07-01-2014,7.7,9.6,6.1,12.3,20,230.0,31,0.8,,985.5
08-01-2014,0.5,7.8,1.2,3.9,10,250.0,15,0.2,,999.5
09-01-2014,2.2,8.0,-2.2,4.1,9,200.0,13,0.1,,1001.8
10-01-2014,5.6,7.8,-0.2,5.3,12,330.0,18,0.3,,1003.1
11-01-2014,1.2,6.6,-2.0,4.9,14,110.0,21,0.2,,1010.7
12-01-2014,12.5,10.2,3.4,10.9,21,150.0,32,0.9,,999.3
13-01-2014,1.5,6.3,-1.7,5.5,12,180.0,18,0.3,,993.3
14-01-2014,11.2,10.4,-0.2,8.2,17,230.0,29,0.4,,991.8
15-01-2014,7.7,10.1,5.1,8.3,16,210.0,25,0.3,,981.8
16-01-2014,0.1,7.3,2.3,4.6,9,150.0,15,0.3,,974.3
17-01-2014,3.8,9.1,2.2,4.2,9,230.0,12,0.2,,979.3
18-01-2014,0.0,4.8,0.5,2.1,6,190.0,9,0.3,,981.3
19-01-2014,3.8,6.3,1.6,5.4,12,270.0,18,0.3,,989.0
20-01-2014,2.6,7.6,-0.5,5.5,13,150.0,22,0.3,,999.3
21-01-2014,7.4,8.6,5.0,8.7,15,170.0,29,0.6,,993.5
22-01-2014,4.1,9.1,3.4,6.8,12,260.0,19,0.4,,997.7
23-01-2014,9.0,8.0,4.2,7.7,16,270.0,28,0.6,,1006.5
24-01-2014,16.0,10.6,6.4,11.4,18,240.0,26,0.4,,1001.2
25-01-2014,4.0,10.1,4.2,14.2,27,240.0,42,0.9,,1004.6
26-01-2014,14.8,9.8,2.3,16.8,26,250.0,45,1.0,,992.0
27-01-2014,15.4,8.5,3.9,15.3,22,260.0,36,0.9,,976.3
28-01-2014,0.7,8.0,2.0,10.5,17,280.0,26,0.4,,980.0
29-01-2014,0.0,8.5,0.9,6.9,14,300.0,19,0.5,,992.9
30-01-2014,1.1,6.0,0.4,4.3,9,150.0,12,0.4,,996.5
31-01-2014,16.8,8.4,0.2,10.5,22,280.0,35,0.6,,981.7
01-02-2014,14.8,9.3,0.9,17.9,32,240.0,47,1.2,,971.4
02-02-2014,2.5,9.1,3.1,12.7,22,240.0,35,1.1,,987.3
03-02-2014,16.1,9.5,2.9,10.0,23,150.0,39,0.9,,980.8
04-02-2014,7.6,7.0,0.3,11.0,26,90.0,41,0.5,,969.4
05-02-2014,5.4,7.9,6.2,11.9,20,110.0,32,0.7,,964.2
06-02-2014,0.0,8.2,1.0,6.4,13,260.0,19,0.5,,980.0
07-02-2014,2.5,7.7,-1.6,8.1,19,150.0,32,0.6,,971.9
08-02-2014,11.0,8.5,4.9,13.5,20,170.0,33,1.1,,953.1
09-02-2014,4.0,8.2,-1.7,10.5,20,270.0,34,0.7,,969.8
10-02-2014,3.3,7.7,-3.2,7.4,20,180.0,33,0.7,,984.9
11-02-2014,8.7,4.5,0.6,10.1,22,270.0,43,0.7,,983.5
12-02-2014,13.7,7.4,1.6,14.6,37,270.0,55,1.1,,969.3
13-02-2014,4.9,7.6,1.3,12.1,21,240.0,36,1.0,,981.3
14-02-2014,9.7,8.1,2.1,10.5,26,80.0,44,0.7,,970.2
15-02-2014,0.2,9.2,2.2,11.4,20,300.0,30,1.3,,980.4
16-02-2014,4.1,8.7,-1.5,6.6,14,170.0,24,0.8,,993.1
17-02-2014,4.9,9.6,3.2,4.7,10,140.0,17,0.6,,992.0
18-02-2014,0.6,11.0,2.6,6.4,14,240.0,20,0.9,,1000.2
19-02-2014,3.6,11.3,6.9,7.3,13,180.0,22,0.9,,993.6
20-02-2014,8.4,11.2,3.3,10.8,19,240.0,29,1.1,,985.4
21-02-2014,6.2,8.7,3.2,13.4,25,240.0,41,1.5,,990.9
22-02-2014,5.4,10.1,4.7,11.5,18,190.0,26,1.0,,990.9
23-02-2014,13.0,10.6,5.1,11.5,20,210.0,33,1.1,,985.7
24-02-2014,3.6,7.8,3.9,9.1,19,150.0,33,1.1,,983.4
25-02-2014,8.2,9.1,4.4,14.0,22,240.0,38,1.7,,982.9
26-02-2014,6.3,9.4,4.4,12.6,19,210.0,30,1.5,,997.2
27-02-2014,8.1,8.0,3.0,8.9,18,250.0,29,1.2,,995.5
28-02-2014,0.9,8.8,0.3,6.2,14,320.0,21,1.2,,997.3
01-03-2014,1.5,9.5,1.4,6.6,14,240.0,22,0.8,,994.2
02-03-2014,5.9,8.6,1.3,7.1,17,250.0,24,1.0,,980.4
03-03-2014,3.1,9.3,-0.1,7.7,14,240.0,24,1.4,,981.8
04-03-2014,0.1,9.1,2.3,5.5,10,260.0,14,1.1,,1000.3
05-03-2014,6.0,11.6,2.2,8.7,12,200.0,20,1.1,,1008.2
06-03-2014,13.0,12.3,8.7,6.9,15,200.0,22,0.7,,1007.4
07-03-2014,1.4,9.4,3.4,8.4,15,280.0,24,1.4,,1011.6
08-03-2014,1.6,13.3,6.8,14.6,22,190.0,35,2.3,,1007.4
09-03-2014,5.0,7.2,1.8,2.9,8,330.0,10,0.8,,1013.7
10-03-2014,0.0,11.4,0.6,3.0,6,80.0,9,1.5,,1024.8
11-03-2014,0.0,12.3,-0.9,4.8,10,100.0,13,1.9,,1028.7
12-03-2014,0.0,10.8,0.2,2.8,6,250.0,11,1.4,,1027.5
13-03-2014,0.0,9.7,1.3,2.9,6,100.0,9,0.9,,1026.7
14-03-2014,0.1,10.6,5.7,8.0,15,260.0,24,0.9,,1025.2
15-03-2014,0.1,11.4,6.5,11.0,18,250.0,26,1.9,,1026.9
16-03-2014,0.0,11.3,7.5,8.2,13,250.0,18,1.3,,1023.5
17-03-2014,0.3,10.2,6.1,7.7,15,250.0,21,1.4,,1015.2
18-03-2014,1.1,12.4,7.2,13.4,19,270.0,33,2.1,,1010.3
19-03-2014,0.0,11.3,9.1,16.3,22,220.0,36,1.5,,1006.3
20-03-2014,22.9,10.2,4.3,13.4,21,250.0,38,1.7,,993.7
21-03-2014,8.1,7.2,1.9,9.7,20,200.0,30,1.3,,991.9
22-03-2014,8.8,8.9,1.1,10.3,20,290.0,32,1.9,,993.2
23-03-2014,0.8,10.1,1.2,7.0,17,310.0,26,2.1,,1004.8
24-03-2014,6.6,10.3,2.8,13.5,24,240.0,43,1.4,,994.8
25-03-2014,0.2,11.7,2.5,7.8,18,320.0,26,2.2,,1007.0
26-03-2014,0.0,11.9,1.5,8.0,14,350.0,20,2.3,,1016.6
27-03-2014,0.3,8.7,2.3,5.7,15,90.0,23,1.8,,1009.8
28-03-2014,1.7,8.7,1.5,7.9,15,50.0,22,1.8,,1011.6
29-03-2014,10.9,10.1,4.5,7.4,14,100.0,20,1.4,,1004.4
30-03-2014,2.9,12.1,3.7,6.5,14,110.0,20,1.8,,1002.0
31-03-2014,0.7,14.3,5.6,6.4,12,110.0,19,2.0,,1003.1
01-04-2014,0.2,14.9,3.5,7.5,15,80.0,22,2.8,,1001.4
02-04-2014,5.6,14.0,7.7,10.2,16,100.0,23,1.5,,994.3
03-04-2014,0.1,15.1,7.8,7.5,14,140.0,21,2.3,,994.6
04-04-2014,0.8,14.9,8.9,6.9,12,160.0,20,2.8,,998.5
05-04-2014,5.9,15.0,10.1,6.4,13,180.0,20,1.6,,996.4
06-04-2014,1.6,13.4,5.3,13.0,23,220.0,40,2.8,,994.6
07-04-2014,0.2,11.7,4.3,7.9,18,250.0,26,2.7,,1001.4
08-04-2014,0.0,11.4,4.3,11.0,17,230.0,27,2.5,,1012.0
09-04-2014,0.0,13.5,8.9,11.8,18,230.0,27,3.1,,1018.3
10-04-2014,0.8,12.2,1.3,6.7,12,230.0,17,1.6,,1017.9
11-04-2014,0.0,10.9,0.5,7.2,14,210.0,22,2.2,,1016.8
12-04-2014,0.1,12.9,7.8,11.4,17,230.0,28,2.6,,1014.0
13-04-2014,0.0,11.7,5.1,9.2,21,250.0,29,2.2,,1019.7
14-04-2014,0.0,15.5,5.3,3.9,7,320.0,12,3.6,,1022.5
15-04-2014,0.0,16.5,1.9,7.2,14,170.0,23,3.8,,1020.3
16-04-2014,0.0,16.0,6.3,8.4,14,250.0,21,3.4,,1017.0
17-04-2014,0.0,12.6,8.2,7.7,13,260.0,20,2.1,,1017.2
18-04-2014,0.0,15.3,6.9,2.7,7,230.0,9,2.7,,1016.9
19-04-2014,0.0,16.7,5.2,4.6,9,90.0,16,3.7,,1012.4
20-04-2014,0.5,15.5,1.7,6.5,12,40.0,18,3.7,,1007.5
21-04-2014,0.1,17.0,7.2,10.4,18,100.0,27,4.4,,1001.7
22-04-2014,0.7,13.8,7.0,5.1,9,80.0,13,1.9,,1000.8
23-04-2014,12.3,13.7,5.9,6.5,13,190.0,22,2.3,,1003.6
24-04-2014,0.2,15.4,4.1,4.8,9,130.0,13,3.2,,1010.7
25-04-2014,3.0,13.8,4.8,11.3,20,70.0,35,2.6,,999.6
26-04-2014,7.1,13.6,6.1,10.7,21,70.0,32,2.8,,991.4
27-04-2014,1.1,16.2,4.7,4.6,14,50.0,19,3.2,,1002.7
28-04-2014,0.1,18.3,2.8,2.1,6,320.0,9,3.1,,1007.6
29-04-2014,0.0,18.5,8.5,4.9,11,200.0,18,4.4,,1006.0
30-04-2014,7.2,15.3,6.7,7.0,15,250.0,27,2.6,,1003.2
01-05-2014,4.0,15.6,8.6,5.4,12,250.0,18,3.3,,1008.5
02-05-2014,0.0,14.6,9.3,5.8,8,90.0,12,2.0,,1018.3
03-05-2014,3.1,14.8,10.1,5.1,9,190.0,14,1.6,,1018.8
04-05-2014,0.2,15.4,10.2,7.6,12,200.0,20,2.0,,1010.4
05-05-2014,0.5,13.8,8.2,11.2,18,150.0,29,2.3,,998.4
06-05-2014,4.4,13.2,6.5,10.7,17,230.0,28,2.8,,994.0
07-05-2014,2.2,12.8,8.4,13.8,22,240.0,33,3.2,,999.2
08-05-2014,3.6,12.9,9.2,9.7,18,260.0,30,2.0,,999.4
09-05-2014,6.5,13.2,8.4,11.2,17,250.0,29,3.0,,1000.0
10-05-2014,15.1,13.2,8.7,12.5,20,260.0,32,2.7,,991.4
11-05-2014,3.1,11.1,6.3,10.7,15,270.0,26,2.3,,999.6
12-05-2014,8.1,12.9,4.7,5.0,12,250.0,18,2.9,,1007.8
13-05-2014,0.1,15.1,5.0,6.9,13,250.0,21,3.6,,1018.3
14-05-2014,0.1,13.8,8.4,6.4,11,240.0,18,1.8,,1027.5
15-05-2014,0.0,17.6,9.6,4.0,8,260.0,12,4.1,,1030.4
16-05-2014,0.0,16.5,7.9,6.8,13,250.0,20,4.3,,1025.7
17-05-2014,3.3,17.9,9.1,10.2,18,230.0,29,4.3,,1013.5
18-05-2014,11.8,13.6,6.3,6.5,11,230.0,17,3.6,,1002.6
19-05-2014,5.3,16.5,7.4,4.9,10,30.0,18,2.9,,998.3
20-05-2014,22.8,18.9,10.5,6.3,20,80.0,37,3.2,,998.7
21-05-2014,0.0,15.1,7.2,5.5,10,190.0,16,3.5,,1002.3
22-05-2014,5.0,15.1,7.8,9.6,16,330.0,22,3.5,,1001.8
23-05-2014,1.0,13.1,7.4,10.8,15,350.0,25,3.5,,1005.4
24-05-2014,1.2,12.9,7.7,9.2,13,340.0,20,2.0,,1008.5
25-05-2014,0.2,12.4,7.3,6.3,10,320.0,15,1.9,,1011.0
26-05-2014,0.2,15.8,9.1,4.3,10,230.0,15,3.9,,1012.2
27-05-2014,0.0,18.0,5.0,3.2,8,160.0,12,3.8,,1012.2
28-05-2014,1.3,21.4,4.8,3.2,6,220.0,11,4.6,,1012.9
29-05-2014,0.0,17.3,8.7,5.1,9,40.0,13,3.8,,1016.0
30-05-2014,0.0,17.8,7.6,3.1,6,60.0,10,3.5,,1019.8
31-05-2014,0.0,17.1,6.5,5.5,12,260.0,18,4.1,,1020.2
01-06-2014,3.4,18.2,11.0,6.7,11,200.0,17,2.4,,1014.7
02-06-2014,0.5,14.9,10.1,6.6,10,270.0,17,2.6,,1011.1
03-06-2014,7.2,14.9,7.4,6.3,12,270.0,19,4.5,,1006.8
04-06-2014,0.4,15.7,4.3,6.7,13,300.0,20,4.3,,1004.7
05-06-2014,0.0,17.2,2.6,2.5,6,80.0,10,4.9,,1005.1
06-06-2014,2.9,16.4,7.8,11.1,18,110.0,28,2.1,,1002.2
